Name,Feature,Full Address,Street,Municipality,Categories,Plus Code,Phones,Emails,Review Count,Average Rating,Review URL,Google Maps URL,Cid,Google Knowledge URL,Kgmid,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id
Al Fogolar,,"7065 Islington Ave, Woodbridge, ON L4L 4G5",7065 Islington Ave,Woodbridge,Italian restaurant,87M2QC8F+HP,"(905) 851-1166, +1 905-851-1166",,19,4.5,"https://search.google.com/local/reviews?placeid=ChIJQRwwQ7E6K4gRzDCaTx9vzqE&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=11659378665578967244,11659378665578967244,https://www.google.com/search?kgmid=/g/1v8l0778&kponly,/g/1v8l0778,43.7664426,-79.5756255,,,"Saturday:[Closed], Sunday:[Closed], Monday:[Closed], Tuesday:[12-3:30p.m.], Wednesday:[12-3:30p.m.], Thursday:[12-3:30p.m.], Friday:[12-3:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipPEZfmlupz2BqvlSAsrwzTnMt0-xeXYmmvBVGz2=w94-h92-k-no,ChIJQRwwQ7E6K4gRzDCaTx9vzqE
Cavallino,Classic Italian cuisine & rustic decor,"8077 Islington Ave, Woodbridge, ON L4L 7X7",8077 Islington Ave,Woodbridge,"Italian restaurant, Northern Italian restaurant, Southern Italian restaurant",87M2QCQ7+FC,"(905) 850-3629, +1 905-850-3629","info@cavallinowinebar.com, manager@cavallinowinebar.com",183,4.4,"https://search.google.com/local/reviews?placeid=ChIJ4SeqWj4lK4gRUVoez9SWD08&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5696937894399072849,5696937894399072849,https://www.google.com/search?kgmid=/g/1tj80lx1&kponly,/g/1tj80lx1,43.788677899999996,-79.5864186,http://www.cavallinowinebar.com/,cavallinowinebar.com,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[12-3p.m.], Wednesday:[12-3p.m.], Thursday:[12-3p.m.], Friday:[12-3p.m.]",https://lh5.googleusercontent.com/p/AF1QipMoHS33E8Dp5pb1Xo2mG-WeTedFuU9V9_SywO-n=w163-h92-k-no,ChIJ4SeqWj4lK4gRUVoez9SWD08
Edulis Restaurant,Upscale Canadian fare from foraged foods,"169 Niagara St, Toronto, ON M5V 1C9",169 Niagara St,Toronto,Restaurant,87M2JHRV+Q9,"(416) 703-4222, +1 416-703-4222","info@edulisrestaurant.com, michael@edulisrestaurant.com",378,4.7,"https://search.google.com/local/reviews?placeid=ChIJFeOAJx41K4gROrzCzqa777M&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=12965788177330781242,12965788177330781242,https://www.google.com/search?kgmid=/g/1hc5gs4x8&kponly,/g/1hc5gs4x8,43.6419583,-79.4065778,http://www.edulisrestaurant.com/,edulisrestaurant.com,"Saturday:[6-11:30p.m.], Sunday:[12-4p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[Closed], Thursday:[6-11:30p.m.], Friday:[6-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipN_uL4wcxLC3VehH4gWfrmGtEewUhhqCVAMgII-=w122-h92-k-no,ChIJFeOAJx41K4gROrzCzqa777M
Indian Hero - RESTAURANT & BAR,"Colorful, counter-serve Indian cafe","200 Whitmore Rd unit 12-13, Vaughan, ON L4L 7K4",200 Whitmore Rd unit 12-13,Vaughan,Indian restaurant,87M2QCPV+G7,"(905) 850-2888, +1 905-850-2888",myindianhero@gmail.com,961,4.3,"https://search.google.com/local/reviews?placeid=ChIJe19dqKs8K4gRTF4gcVCGfAo&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=755626517544853068,755626517544853068,https://www.google.com/search?kgmid=/g/1q62d1z92&kponly,/g/1q62d1z92,43.786350999999996,-79.5567879,https://www.indianhero.ca/,indianhero.ca,"Saturday:[11a.m.-2a.m.], Sunday:[11a.m.-2a.m.], Monday:[10a.m.-12a.m.], Tuesday:[10a.m.-12a.m.], Wednesday:[10a.m.-12a.m.], Thursday:[10a.m.-12a.m.], Friday:[10a.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipP310cjZJr-h7g8ay5dO00--QlWYEc47TSMHyz1=w163-h92-k-no,ChIJe19dqKs8K4gRTF4gcVCGfAo
La Fonte Trattoria,,"4370 Steeles Ave W Unit 14, Vaughan, ON L4L 4Y4",4370 Steeles Ave W Unit 14,Vaughan,Italian restaurant,87M2QC8M+XX,"(905) 851-1551, +1 905-851-1551",,116,4.6,"https://search.google.com/local/reviews?placeid=ChIJPW5elNsvK4gRpgJHt5IGGpU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10743907088255615654,10743907088255615654,https://www.google.com/search?kgmid=/g/1v1kqhbg&kponly,/g/1v1kqhbg,43.7673975,-79.5651111,,,"Saturday:[Closed], Sunday:[Closed], Monday:[7a.m.-2:30p.m.], Tuesday:[7a.m.-2:30p.m.], Wednesday:[7a.m.-2:30p.m.], Thursday:[7a.m.-2:30p.m.], Friday:[7a.m.-2:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipP7RnTvZv7VKfTjTswoXlGAOyc_qR6osKOKt2lT=w122-h92-k-no,ChIJPW5elNsvK4gRpgJHt5IGGpU
Regalz Kitchen and Bar,Casual eatery for West African dishes,"4000 Steeles Ave W Unit 22, Woodbridge, ON L4L 4V9",4000 Steeles Ave W Unit 22,Woodbridge,Restaurant,87M2QCCX+2M,"(905) 264-8200, +1 905-264-8200",info@regalzbar.ca,147,4.4,"https://search.google.com/local/reviews?placeid=ChIJt8sUdIMvK4gRvOzBXFtD7BU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=1579711628977499324,1579711628977499324,https://www.google.com/search?kgmid=/g/11j7d6_341&kponly,/g/11j7d6_341,43.7700083,-79.5508595,https://regalzbar.ca/,regalzbar.ca,"Saturday:[3p.m.-2a.m.], Sunday:[3p.m.-12a.m.], Monday:[3p.m.-12a.m.], Tuesday:[3p.m.-12a.m.], Wednesday:[3p.m.-12a.m.], Thursday:[3p.m.-12a.m.], Friday:[3p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipP3PAHTIw-lEy6XQGtn8xFV5tGCQqkVjzmZeOu6=w80-h106-k-no,ChIJt8sUdIMvK4gRvOzBXFtD7BU
Mila Mexican Restaurant & Bar,,"40 Winges Rd Unit 5, Woodbridge, ON L4L 6B2",40 Winges Rd Unit 5,Woodbridge,Restaurant,87M2QCPW+P7,"(289) 657-1616, +1 289-657-1616","MILASMEXICAN@GMAIL.COM, Milasmexican@gmail.com, milasmexican@gmail.com",285,4.6,"https://search.google.com/local/reviews?placeid=ChIJZ_GQ2q8vK4gRqoMZfvPcvHs&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=8916244300637504426,8916244300637504426,https://www.google.com/search?kgmid=/g/11h79j_scj&kponly,/g/11h79j_scj,43.7868724,-79.5542688,http://www.milasmexican.com/,milasmexican.com,"Saturday:[12p.m.-12a.m.], Sunday:[12-10p.m.], Monday:[12-10p.m.], Tuesday:[12-10p.m.], Wednesday:[12-10p.m.], Thursday:[12-10p.m.], Friday:[12p.m.-12a.m.]",https://lh5.googleusercontent.com/p/AF1QipOcFz30GFGZgldiuWNBzsRU-yXGpYRgok_Qp2Id=w190-h92-k-no,ChIJZ_GQ2q8vK4gRqoMZfvPcvHs
Frank’s Place,,"10 Strada Dr, Woodbridge, ON L4L 5W1",10 Strada Dr,Woodbridge,Restaurant,87M2QCJH+7R,"(905) 851-1514, +1 905-851-1514",franksplacewoodbridge@gmail.com,124,4.8,"https://search.google.com/local/reviews?placeid=ChIJoSDKn1olK4gREBbyJ8kvagU&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=390176858726077968,390176858726077968,https://www.google.com/search?kgmid=/g/1trtvyv7&kponly,/g/1trtvyv7,43.780633699999996,-79.57048879999999,http://franksplace.ca/,franksplace.ca,"Saturday:[8a.m.-9p.m.], Sunday:[9a.m.-2p.m.], Monday:[Closed], Tuesday:[8a.m.-3p.m.], Wednesday:[8a.m.-3p.m.], Thursday:[8a.m.-9p.m.], Friday:[8a.m.-9p.m.]",https://lh5.googleusercontent.com/p/AF1QipOfIpcLg8ouTreRdF48V2B6KLnQRqFjZ5Ol8b9T=w138-h92-k-no,ChIJoSDKn1olK4gREBbyJ8kvagU
Parmigiana Sandwiches,Daytime Italian sandwich counter,"180 Winges Rd #8, Woodbridge, ON L4L 6C5",180 Winges Rd #8,Woodbridge,"Restaurant, Italian restaurant, Sandwich shop",87M2QFP2+PH,"(905) 265-0964, +1 905-265-0964",,209,4.7,"https://search.google.com/local/reviews?placeid=ChIJs8GLfe0vK4gR1WqZHBTfEUw&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5481407498958760661,5481407498958760661,https://www.google.com/search?kgmid=/g/1v_s6hw5&kponly,/g/1v_s6hw5,43.786845299999996,-79.5485988,,,"Saturday:[10a.m.-4p.m.], Sunday:[Closed], Monday:[10a.m.-4p.m.], Tuesday:[10a.m.-4p.m.], Wednesday:[10a.m.-4p.m.], Thursday:[10a.m.-4p.m.], Friday:[10a.m.-4p.m.]",https://lh5.googleusercontent.com/p/AF1QipNg6aaxpOkpYPN0VgVnifxnYr-UTk8YhSL7kq-9=w182-h92-k-no,ChIJs8GLfe0vK4gR1WqZHBTfEUw
Canoe,Canadian fine dining & sweeping views,"66 Wellington St W 54th floor, Toronto, ON M5K 1H6",66 Wellington St W 54th floor,Toronto,"Canadian restaurant, American restaurant, Bar, Fine dining restaurant, Restaurant, Wine bar",87M2JJX9+2J,"(416) 364-0054, +1 416-364-0054","pr@oliverbonacini.com, last@canoerestaurant.com",2277,4.5,"https://search.google.com/local/reviews?placeid=ChIJKSp50NI0K4gR6C6L3yYqpYY&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9702207318687166184,9702207318687166184,https://www.google.com/search?kgmid=/m/052lvgt&kponly,/m/052lvgt,43.6475793,-79.38090369999999,http://www.canoerestaurant.com/,canoerestaurant.com,"Saturday:[5-11:30p.m.], Sunday:[Closed], Monday:[11:45a.m.-11:30p.m.], Tuesday:[11:45a.m.-11:30a.m.], Wednesday:[11:45a.m.-11:30p.m.], Thursday:[11:45a.m.-11:30p.m.], Friday:[11:45a.m.-11:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipOZmJRRHC27dvO7WwHhXUP6UyDh4d7v9KM2XC6n=w92-h92-k-no,ChIJKSp50NI0K4gR6C6L3yYqpYY
Thuy Restaurant,,"2437 Finch Ave W #3, North York, ON M9M 2E7",2437 Finch Ave W #3,North York,Restaurant,87M2PFX2+W7,"(416) 740-8808, +1 416-740-8808",,50,4.2,"https://search.google.com/local/reviews?placeid=ChIJ1RyTSw0wK4gR9jCCsut6Ogk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=664979047721349366,664979047721349366,https://www.google.com/search?kgmid=/g/1hc2bpbjj&kponly,/g/1hc2bpbjj,43.749834299999996,-79.5492673,https://thuy-restaurant.business.site/,thuy-restaurant.business.site,"Saturday:[9a.m.-9:30p.m.], Sunday:[9a.m.-9p.m.], Monday:[9a.m.-9:30p.m.], Tuesday:[9a.m.-9:30p.m.], Wednesday:[9a.m.-6p.m.], Thursday:[9a.m.-9:30p.m.], Friday:[9a.m.-9:30p.m.]",https://lh5.googleusercontent.com/p/AF1QipMh8DB-j1vA7R8SKVvkJ9hDJAc687CAB7OBhEkR=w80-h142-k-no,ChIJ1RyTSw0wK4gR9jCCsut6Ogk
ARIILON RESTAURANT,,"425 Eddystone Ave, North York, ON M3N 1H8",425 Eddystone Ave,North York,African restaurant,87M2PFWG+P3,"(416) 747-1765, +1 416-747-1765",,73,4.6,"https://search.google.com/local/reviews?placeid=ChIJyZoPkHExK4gRxjk5IrS-Y4Y&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9683793304654264774,9683793304654264774,https://www.google.com/search?kgmid=/g/11g1904hy_&kponly,/g/11g1904hy_,43.7468338,-79.5247639,https://www.ariilonrestaurant.com/,ariilonrestaurant.com,"Saturday:[2-11p.m.], Sunday:[1-11p.m.], Monday:[Closed], Tuesday:[2-11p.m.], Wednesday:[2-11p.m.], Thursday:[2-11p.m.], Friday:[2-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipNRwF7wKZcSG2o_75jTMzC0q-5cOh7PZoT6CwzN=w80-h106-k-no,ChIJyZoPkHExK4gRxjk5IrS-Y4Y
Michael's On Simcoe,Updated steakhouse & creative cocktails,"100 Simcoe St C111, Toronto, ON M5H 3G2",100 Simcoe St C111,Toronto,"Steak house, Fine dining restaurant, Italian restaurant, Seafood restaurant",87M2JJX7+78,"(416) 260-5100, +1 416-260-5100",reservation@michaelsonsimcoe.com,963,4.5,"https://search.google.com/local/reviews?placeid=ChIJ6Z2CjtE0K4gRNUgpAr1SDbk&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=13334405043452463157,13334405043452463157,https://www.google.com/search?kgmid=/g/1hc2004js&kponly,/g/1hc2004js,43.648204799999995,-79.3866786,http://www.michaelsonsimcoe.com/,michaelsonsimcoe.com,"Saturday:[4:30-11p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[4:30-11p.m.], Wednesday:[4:30-11p.m.], Thursday:[4:30-11p.m.], Friday:[4:30-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipOov-jbwFU6QLyrw_dNK-sEUd1mdiAb7_RLb3L1=w122-h92-k-no,ChIJ6Z2CjtE0K4gRNUgpAr1SDbk
New Orleans Seafood & Steakhouse,Cajun-inspired surf 'n' turf choice,"267 Scarlett Rd, York, ON M6N 4K9",267 Scarlett Rd,York,"Cajun restaurant, Seafood restaurant, Steak house",87M2MFHV+4G,"(416) 766-7001, +1 416-766-7001",info@cajuntoronto.com,708,4.8,"https://search.google.com/local/reviews?placeid=ChIJ466I-9o2K4gRxzeisSIQUzg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=4058605430386079687,4058605430386079687,https://www.google.com/search?kgmid=/g/1trc5lj_&kponly,/g/1trc5lj_,43.6777532,-79.5062475,http://www.cajuntoronto.com/,cajuntoronto.com,"Saturday:[5-10p.m.], Sunday:[Closed], Monday:[Closed], Tuesday:[5-9p.m.], Wednesday:[5-9p.m.], Thursday:[5-9p.m.], Friday:[5-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipOKjWzs0IVe9w4GO1TlBGV93eU3m4TdDA-cv0DG=w122-h92-k-no,ChIJ466I-9o2K4gRxzeisSIQUzg
Corned Beef House,,"120 Whitmore Rd #19, Woodbridge, ON L4L 6A4",120 Whitmore Rd #19,Woodbridge,Restaurant,87M2QCMV+XJ,"(905) 265-8989, +1 905-265-8989",,209,4.6,"https://search.google.com/local/reviews?placeid=ChIJg5woa_QvK4gRN5cMW2PNpIg&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=9846220511951755063,9846220511951755063,https://www.google.com/search?kgmid=/g/124t2jpc4&kponly,/g/124t2jpc4,43.7849972,-79.5559639,http://www.cornedbeefhouse.com/,cornedbeefhouse.com,"Saturday:[11a.m.-4p.m.], Sunday:[Closed], Monday:[11a.m.-4p.m.], Tuesday:[11a.m.-4p.m.], Wednesday:[11a.m.-4p.m.], Thursday:[11a.m.-8p.m.], Friday:[11a.m.-8p.m.]",https://lh5.googleusercontent.com/p/AF1QipMq9yPmBYcAtGTbfxT94gr3OBjV8PnbRJ37niUO=w163-h92-k-no,ChIJg5woa_QvK4gRN5cMW2PNpIg
Pho Viet Xpress,,"205 Marycroft Ave unit 12, Woodbridge, ON L4L 5X7",205 Marycroft Ave unit 12,Woodbridge,"Vietnamese restaurant, Asian restaurant, Pho restaurant, Restaurant",87M2QCPP+34,"(905) 856-8857, +1 905-856-8857","605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com",323,4.5,"https://search.google.com/local/reviews?placeid=ChIJAQDAtV4lK4gRwz6bfWtDHR8&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2242022318448262851,2242022318448262851,https://www.google.com/search?kgmid=/g/11f4qm14wv&kponly,/g/11f4qm14wv,43.785129999999995,-79.5647156,https://www.phovietxpress.com/,phovietxpress.com,"Saturday:[11a.m.-11p.m.], Sunday:[11a.m.-11p.m.], Monday:[11a.m.-11p.m.], Tuesday:[11a.m.-11p.m.], Wednesday:[11a.m.-11p.m.], Thursday:[11a.m.-11p.m.], Friday:[11a.m.-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipNMBWEMr9oONLWJ1wsHy9-_rWxZftG_2TJFpc8c=w122-h92-k-no,ChIJAQDAtV4lK4gRwz6bfWtDHR8
Honest Weight,Fish shop & eatery with creative fare,"2766 Dundas St W, Toronto, ON M6P 1Y3",2766 Dundas St W,Toronto,"Seafood restaurant, Fish store",87M2MG8Q+4F,"(416) 604-9992, +1 416-604-9992",info@honestweight.ca,535,4.7,"https://search.google.com/local/reviews?placeid=ChIJa-oWT1E0K4gRwjOgyOAoxHs&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=8918298108004152258,8918298108004152258,https://www.google.com/search?kgmid=/g/11b6yhcrjb&kponly,/g/11b6yhcrjb,43.6653643,-79.4613208,http://www.honestweight.ca/,honestweight.ca,"Saturday:[11a.m.-10p.m.], Sunday:[11a.m.-9p.m.], Monday:[Closed], Tuesday:[12-9p.m.], Wednesday:[12-9p.m.], Thursday:[12-10p.m.], Friday:[12-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipNQHKbTNj-UmJnyluSJf8YIBuV1o3z1yerANEl7=w163-h92-k-no,ChIJa-oWT1E0K4gRwjOgyOAoxHs
Terra Restaurant,Creative cuisine in a refined setting,"8199 Yonge St, Thornhill, ON L3T 2C6",8199 Yonge St,Thornhill,"Eclectic restaurant, Bar, Restaurant, Seafood restaurant",87M2RHHF+59,"(905) 731-6161, +1 905-731-6161",booking@terrarestaurant.ca,654,4.4,"https://search.google.com/local/reviews?placeid=ChIJNRkvvH0sK4gRToQCyj9Wl_c&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=17840823280823600206,17840823280823600206,https://www.google.com/search?kgmid=/g/1v_vtjlc&kponly,/g/1v_vtjlc,43.8279152,-79.42652129999999,http://www.terrarestaurant.ca/,terrarestaurant.ca,"Saturday:[5-11p.m.], Sunday:[5-10p.m.], Monday:[Closed], Tuesday:[12-10p.m.], Wednesday:[12-10p.m.], Thursday:[12-10p.m.], Friday:[12-11p.m.]",https://lh5.googleusercontent.com/p/AF1QipNaldWOmbs2cTQkq6NW-AisNEyQDdL7pL0OhEKh=w138-h92-k-no,ChIJNRkvvH0sK4gRToQCyj9Wl_c
L'Antipasto Ristorante,Standby for homestyle Italian fare,"8001 Weston Rd, Woodbridge, ON L4L 0A2",8001 Weston Rd,Woodbridge,Italian restaurant,87M2QFW2+9J,"(905) 264-0033, +1 905-264-0033",,120,4.5,"https://search.google.com/local/reviews?placeid=ChIJ7wCaJpAvK4gRsezHnR0XTpA&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10398274005613669553,10398274005613669553,https://www.google.com/search?kgmid=/g/1tg4xgpl&kponly,/g/1tg4xgpl,43.7959806,-79.54845279999999,,,"Saturday:[5:30-10p.m.], Sunday:[Closed], Monday:[11:30a.m.-3:30p.m.], Tuesday:[11:30a.m.-3p.m.], Wednesday:[11:30a.m.-3p.m.], Thursday:[11:30a.m.-3p.m.], Friday:[11:30a.m.-3p.m.]",https://lh5.googleusercontent.com/p/AF1QipPOFrGZdn0frmCklxo57SbogxJKMu3auxNrUkor=w122-h92-k-no,ChIJ7wCaJpAvK4gRsezHnR0XTpA
Perla Oyster Bar & Grill,,"3901 Unit 101 Highway 7 West, Woodbridge, ON L4L 8L5",3901 Unit 101 Highway 7 West,Woodbridge,Restaurant,87M2QCQW+25,"(289) 657-0909, +1 289-657-0909",perlaoysterbarandgrill@gmail.com,384,4.8,"https://search.google.com/local/reviews?placeid=ChIJ0xnLhrsvK4gRJ0exjAcjOQI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=160197777080534823,160197777080534823,https://www.google.com/search?kgmid=/g/11j48273gc&kponly,/g/11j48273gc,43.787516,-79.5545018,http://www.perlaoysterbarandgrill.com/,perlaoysterbarandgrill.com,"Saturday:[4-10p.m.], Sunday:[4-9p.m.], Monday:[12-9p.m.], Tuesday:[12-9p.m.], Wednesday:[12-9p.m.], Thursday:[12-9p.m.], Friday:[12-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipPLXIAmawJyHD0plqoz5ruQmof9Oxaz8fS3oAB0=w80-h106-k-no,ChIJ0xnLhrsvK4gRJ0exjAcjOQI
Goodfellas Wood Oven Pizza,,"4411 Hwy 7, Woodbridge, ON L4L 5W6",4411 Hwy 7,Woodbridge,Restaurant,87M2QCMJ+J2,"+1 855-433-5527, (855) 433-5527",info@goodfellaspizza.ca,436,4.5,"https://search.google.com/local/reviews?placeid=ChIJTw2Z5qYlK4gRl9Lw1b2sxFI&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=5964081737883505303,5964081737883505303,https://www.google.com/search?kgmid=/g/11kz_1qn4v&kponly,/g/11kz_1qn4v,43.7840582,-79.5699107,http://www.goodfellaspizza.ca/,goodfellaspizza.ca,"Saturday:[12-10p.m.], Sunday:[12-10p.m.], Monday:[Closed], Tuesday:[4-10p.m.], Wednesday:[4-10p.m.], Thursday:[4-10p.m.], Friday:[12-10p.m.]",https://lh5.googleusercontent.com/p/AF1QipPnsx_FBocc60zoPUjB--8o89oVorbz3Q3P5Xwj=w122-h92-k-no,ChIJTw2Z5qYlK4gRl9Lw1b2sxFI
"Annie's Grill, Toronto",,"2300 Finch Ave W, North York, ON M9M 2Y3",2300 Finch Ave W,North York,Mexican restaurant,87M2QF35+65,"(416) 743-2300, +1 416-743-2300",,5,4,"https://search.google.com/local/reviews?placeid=ChIJvcUFXRQwK4gRI_RbOm0Vc1o&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=6517576644609963043,6517576644609963043,https://www.google.com/search?kgmid=/g/1vn_zlf3&kponly,/g/1vn_zlf3,43.7531004,-79.542035,,,"Saturday:[7a.m.-11p.m.], Sunday:[7a.m.-11p.m.], Monday:[7a.m.-11p.m.], Tuesday:[7a.m.-11p.m.], Wednesday:[7a.m.-11p.m.], Thursday:[7a.m.-11p.m.], Friday:[7a.m.-11p.m.]",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-8M5S6dXJspW3g96KY5xZA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=48.50791&pitch=0&thumbfov=100,ChIJvcUFXRQwK4gRI_RbOm0Vc1o
DaiLo,Funky Asian brasserie & snack bar,"503 College St, Toronto, ON M6G 1A5",503 College St,Toronto,"Asian restaurant, Chinese restaurant, Cocktail bar",87M2MH4R+82,"(647) 341-8882, +1 647-341-8882",jane.doe@dailymotion.com,1032,4.6,"https://search.google.com/local/reviews?placeid=ChIJU3vOl-40K4gR9POTxsWYDyc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=2814636267337413620,2814636267337413620,https://www.google.com/search?kgmid=/g/11b5s2fb6f&kponly,/g/11b5s2fb6f,43.655826399999995,-79.4098794,http://www.dailoto.com/,dailoto.com,"Saturday:[5p.m.-2a.m.], Sunday:[5-11p.m.], Monday:[Closed], Tuesday:[5-11p.m.], Wednesday:[5-11p.m.], Thursday:[5-11p.m.], Friday:[5p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipMvXZmnd7ml_pyHWSEOOL8kT2ydcR4PyzkOQJD0=w122-h92-k-no,ChIJU3vOl-40K4gR9POTxsWYDyc
Adega Restaurante,Iberian-inspired fare & Portuguese wines,"33 Elm St, Toronto, ON M5G 1H1",33 Elm St,Toronto,"Portuguese restaurant, Restaurant, Seafood restaurant",87M2MJ48+XM,"(416) 977-4338, +1 416-977-4338",info@adegarestaurante.ca,517,4.5,"https://search.google.com/local/reviews?placeid=ChIJWeGuX8o0K4gR0CrzlkI2Z5c&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=10909748281956575952,10909748281956575952,https://www.google.com/search?kgmid=/m/052689l&kponly,/m/052689l,43.6574337,-79.3832666,http://www.adegarestaurante.ca/,adegarestaurante.ca,"Saturday:[5-9:30p.m.], Sunday:[Closed], Monday:[11:30a.m.-2p.m.], Tuesday:[11:30a.m.-2p.m.], Wednesday:[11:30a.m.-2p.m.], Thursday:[11:30a.m.-2p.m.], Friday:[11:30a.m.-2p.m.]",https://lh5.googleusercontent.com/p/AF1QipPzCXRzpJXcvdx1LRsWwyzbFbKGI82dV1OpUQEl=w138-h92-k-no,ChIJWeGuX8o0K4gR0CrzlkI2Z5c
El Palacio Latin Taste Restaurant & Bar,,"4000 Steeles Ave W Unit 11, Woodbridge, ON L4L 4V9",4000 Steeles Ave W Unit 11,Woodbridge,Restaurant,87M2QC9W+RW,"(905) 605-1517, +1 905-605-1517","info@elpalacioinc.com, info@elpalacio.shop",80,4.5,"https://search.google.com/local/reviews?placeid=ChIJoSYD-NcvK4gRiStdh8V89uc&q=restaurants+in+Greater+Toronto+Area,+ON&authuser=0&hl=en&gl=CA",https://www.google.com/maps?cid=16714684254853606281,16714684254853606281,https://www.google.com/search?kgmid=/g/11gyd15xr9&kponly,/g/11gyd15xr9,43.769531699999995,-79.5526695,http://www.elpalacio.ca/,elpalacio.ca,"Saturday:[1p.m.-2a.m.], Sunday:[1-8p.m.], Monday:[Closed], Tuesday:[Closed], Wednesday:[1-8p.m.], Thursday:[1-8p.m.], Friday:[1p.m.-2a.m.]",https://lh5.googleusercontent.com/p/AF1QipM60lLhT7-5PIYb5-ql7OpJpmIJGG-E2-hf0Jzz=w103-h92-k-no,ChIJoSYD-NcvK4gRiStdh8V89uc
